name,latitude,longitude
lacoe-cojos-nocp,1.2827852766666663,-73.19231883333333
lacoe-hdsol-huasc,-8.782939666666666,-75.06316566666666
lacoe-huasc,-9.1089255,-73.0972495
lacoe-huasc-chimb,-6.562200333333333,-75.00402744333333
lacoe-noom-grcrm,23.623760666666666,-77.26176370333333
lacoe-pichi-huasc,-6.1308560000000005,-74.93170533333334
lacog-cojos-ncec,1.2743232633333328,-73.19442767
lacog-mwayn-huasc,-10.4620577,-72.91996339999999
lacoo-aripz-iamae,-10.150176,-60.511134
lacoo-aripz-tuchz,-9.888669666666667,-64.713237
lacoo-fenix-denal,23.901142556666667,-103.601667
lacoo-gpcah,-11.994482,-71.8869435
lacoo-huasc-cojos,-15.133628000000002,-71.601157
lacoo-iamav-hdscl,-9.744943,-67.06840333333334
lacoo-lacoe,-9.1334235,-68.623784
lacoo-sebsc-cojos,-15.247994,-71.82101166666666
lacoo-silcq-cojos,-17.334125,-69.11936666666666
lacoo-sils3-cojos,-17.334111,-69.11873000000001
lacoo-tikci-cojos,-6.354293000000001,-75.608647
lacoo-tikti-denal,23.704537223333336,-103.092757
lacov-adosa-denal,24.46304589,-106.185787
lacov-fenpw-denal,23.836910556666666,-103.62425866666666
lacov-huasc-popoe,4.717737333333333,-79.237128
lacov-nesqc-denal,31.25130632666667,-100.71152366666666
lloma-cargp-noa,4.653911186666668,-74.81256207333332
lloma-chhha-noe,5.086728740000001,-74.69679648
lloma-chhpq-nocc,5.085339903333334,-74.69850635666667
lloma-popma-nccm,19.158253593333335,-79.43732329666666
llomp-nccm-huasc,5.239276593333334,-74.83473629666666
lomaz-pupup,-15.881653,-66.574943
lomxc-huasc-noe,5.2237910733333335,-74.80158547999999
lomxz-sjudc-neew,4.73360811,-71.58141766666667
lporz-nccm-huasc,5.35195926,-74.80829163
lporz-nocga-huasc,5.356023999999999,-74.81356699999999
lslor-watba-noom,18.96856096333333,-80.08763863000001
madsq-garop-huasc,-15.992538999999999,-63.920742999999995
muraw-noom-acong,-0.7134640366666686,-72.63855163000001
muss2-chhha-pachs,-10.247936666666666,-73.776997
muss4-lsunm-noom,20.540862296666667,-80.29723663
muss4-pachs-noom,6.314814296666666,-75.53712829666667
mussq-chhpq,-9.234774000000002,-72.2108565
mussq-itauq-bacsq,-8.771426,-67.23500733333333
pcoto-acrs7-mmapi,-12.728378533333334,-68.21447916666666
pcoto-maccr-kalag,-14.900880333333333,-68.603607
rbrci-macht,-11.5185295,-70.03957750000001
rbrdq-acrds-acrdp,-9.868684,-67.42199
rbrdq-acrds-amae8,-9.641363,-67.34859133333333
rbrdq-amaqu-acrds,-9.626202,-67.348315
rbrdq-amasq-etrig,-10.514939,-68.07688333333333
rbrdq-acrts-acrds,-9.867564666666667,-67.42180366666666
rbrdq-forte-bacsq,-9.234031333333334,-67.50883033333334
rbrdq-lomxz-huasc,-11.410992666666667,-69.95412566666666
rbrdq-mapic-pupup,-13.191334333333332,-69.708906
rbrdq-maspz-nocga,15.749702666666666,-82.37203699999999
rbrdq-popma-ncec,20.942494596666666,-80.58114133666668
rbrdq-popoe-nocp,20.947436276666668,-80.58290649999999
rbrdq-rong23-kalas,-12.07998133333333,-67.64399266666668
rbrdq-sjuen-rong23,-10.129306666666666,-67.472605
rbrdr-winta-nocp,21.220938943333334,-80.34652216666667
rbrds-salka,-11.605682999999999,-70.039322
riohe-chhla-nccm,6.94574226,-75.79337696333334
riohe-nocc-grcrm,23.452942606666667,-76.98808009666668
rong23-hdscl-nocga,7.361861666666666,-75.93313233333333
rong23-salka,-11.585051,-69.45079799999999
rong30-ncec,15.080769895,-74.499947005
ronge-aripz-macht,-10.791928333333333,-66.097979
ronge-belav-beflg,-10.209825,-67.02459366666666
ronge-macht-nocp,5.676303943333333,-73.80518916666666
ronge-nocp-nccm,23.411339536666663,-77.10057146333334
ronge-rong30-rong23,-9.859173666666667,-66.451239
ronge-tikrp-ncec,15.799763263333332,-79.49493800333333
ronge-uinti-chhpc,-10.877042000000001,-72.05394866666667
ronge-zulem-nocp,10.130996943333333,-75.6481115
ronz43-nocga-ailli,3.802547833333333,-70.88105639666666
ronza-carac-nosc,16.18934366666667,-78.48198966666666
rparq-fenim-nocc,16.023136570000002,-80.31035702333332
rpars-fenim-noom,16.022266963333333,-80.31229363
rpars-fenix-ncec,16.01878659666667,-80.30533633666666
sgaen-huamo-nccm,6.7545615933333325,-75.90880963000001
sgaen-huamo-nocga,6.758626333333332,-75.914085
sgaen-seccp-octag,6.775508851666667,-75.91471922166667
sgaen-taukh-nocc,6.778602236666667,-75.91902902333334
sjudc-hdsol-ncec,7.107030596666667,-76.46506400333334
sjudc-nocc,14.731549855,-75.208867535
sjudc-nocga,14.7321225,-75.20792
sjudc-parp3-nesqc,5.734194770000001,-75.765147
sjue1-chhla-nccm,6.610786926666667,-75.88344863
sjuen-hdsol-nocp,7.07364661,-76.53252216666665
slorz-chhla-nocp,4.9820476099999995,-75.10158816666667
slorz-pmoon-noom,14.745326296666667,-82.32539263
smadg-ailli-huasc,-11.625166833333333,-71.36692339666666
smadg-iaman-mapic,-11.395180000000002,-64.93725533333334
smadg-mpsar-ailli,-12.972014833333333,-69.68082606333333
smadg-noom-grcrm,23.62289233333333,-77.30264370333333
triuq-fenim-nocga,15.832405333333332,-80.30798366666666
triuq-pachs-nccm,5.80585126,-75.55566062999999
ronza-popoe-nccm,20.171235593333332,-79.42205696333333
tuchm-nocc,14.452193855,-74.304403535
tuchz-abuno-mmapi,-11.433334533333332,-68.4789315
tuchz-abuno-nocp,6.309809943333334,-71.77971649999999
tuchz-abuno-veros,-11.432853333333334,-68.43182566666667
tuchz-acrtq,-10.515899000000001,-66.559116
tuchz-acrtq-ailli,-12.562280833333332,-66.96728773
tuchz-amaov-ronza,-10.956494000000001,-65.920554
tuchz-amazo-ailli,-12.393462833333333,-66.85415506333334
tuchz-amazo,-10.262672,-66.38941700000001
tuchz-aripz-tapaz,-10.119654333333335,-61.05235066666666
tuchz-carac-nccm,16.524808926666665,-79.05384796333334
tuchz-casti-noom,16.52940496333333,-79.05957529666667
tuchz-ldant-nocp,15.553464943333333,-79.50233183333334
tuchz-libci-ncec,22.71647830666667,-77.15587081666666
tuchz-lomxz-chhpc,-12.000888333333334,-69.231673
tuchz-mapic-ailli,-13.654830500000001,-68.82965639666666
tuchz-monja-nocp,7.044706276666666,-75.56394949999999
tuchz-mwayn-ancog,-13.385575699999999,-69.0824084
tuchz-sebaj-popoe,4.008662666666667,-78.60930466666667
tuchz-sjudc-nocp,6.106613276666667,-72.1911095
tuchz-smadg-nccm,6.598608593333334,-72.43463329666668
tuchz-uteci-nccm,22.006361926666667,-85.64145929666667
tuchm-wamac-ncec,7.036651596666666,-75.55715400333334
tuchz-xapen-sjudc,-10.839473666666668,-67.500026
xapen-chhpq-nocp,6.558866943333332,-75.99742583333334
xapen-intih-chhpc,-11.180140666666667,-72.698209
xapen-jasio-amao10,-11.389563666666666,-66.41415833333333
xapen-jasio-amats,-11.211030666666666,-66.44178866666667
xapen-jasio-lvice,-12.322452333333333,-67.09215066666667
xapen-machk-thorc,10.088019496666668,-47.49331092
xapen-placc-bacsq,-9.907238333333334,-67.568378
xapen-plcdq-nocc,6.3549202366666675,-72.66378669
xapen-plcdq,-10.493658,-67.771375
