name,lat_first,lon_first,lat_centroid,lon_centroid,description
assiv-grcrm-noe,-10.911815,-69.533041,23.02033944333333,-77.57331921999999,Assis Mound Village - Grave Creek Mound GPS - Octagon Apex e-w ratio @ noe = 1.0 : 0.002729 (-5m) epoch hopewell or = 0.0027303 orbits per rotation e-w ratio @ noe = 1.0 : 0.002737 (-5m) epoch hopewell od = 0.00273780 orbits per day e-w ratio @ noe = 1.0 : 0.997271 (+5m) epoch hopewell dr = 0.99726967 days per rotation
assiv-hdscl-noom,40.05113889,-82.45013889,7.002668629999999,-76.99251096333334,Assis Mound Village - Huaca del Sol Centerline - Observatory Mound e-w ratio @ hdscl = 1.0 : 0.365254 (-2m) epoch hopewell do = 365.2564674	days per orbit Assis Mound Village - Huaca del Sol - Observatory Circle nocc-hdsol-assiv e-w ratio @ hdsol = 1.0 : 0.365000 (-11m) epoch hopewell lr = 0.0365011 lunar orbits per rotation Web Archive
assiv-hdsol-nocc,40.05207671,-82.44861007,7.003097903333334,-76.99221635666667,Assis Mound Village - Huaca del Sol - Observatory Circle e-w ratio @ hdsol = 1.0 : 0.365000 (-11m) epoch hopewell lr = 0.0365011 lunar orbits per rotation Web Archive
assiv-huasc-nocga,40.053222,-82.446715,6.673424666666666,-76.52794166666666,Assis Mound Village - Huascarán GPS - Newark Octagon Gateway e-w ratio @ nocga = 1.0 : 0.375001 (+2m) e-w ratio @ huasc = 1.0 : 0.600004 (+2m)
assiv-iamae-hdsol,-8.130968,-78.994998,-10.324393666666667,-67.360557,Assis Mound Village - Iamacu Earthworks - Huaca del Sol n-s ratio @ assiv = 1.0 : 0.366285 (+9m) epoch hopewell ro = 366.256467 rotations per orbit
bace8-bace6-bacg2,-8.848226,-66.990809,-8.867385333333333,-67.02011833333333,Boca do Acre Enclosure 226 x 220m - Boca do Acre Enclosure 222 x 190m - Boca do Acre Geoglyph 160m arcs ratio @ bacg2 = 1.0 : 0.500149 (+1m) e-w ratio @ bacg2 = 1.0 : 0.499864 (-1m) n-s ratio @ bacg2 = 1.0 : 0.500770 (+3m) Photo credit: Dr. Robert S. Walker
bacq5-ememo-nccm,40.04102778,-82.43088889,20.998514593333333,-80.28437962999999,Boca do Acre Quadrangle 250 x 180 - Emerald Mound - Eagle Mound e-w ratio @ ememo = 1.0 : 0.366244 (+3m) epoch hopewell ry = 366.242358 rotations per year
bacrq-cruzq-mussq,-8.875018,-67.24471,-8.845414,-67.23358466666666,Boca do Acre Quadrangle 408m - Cruzeirinho Quadrangle 330 x 260m - Mustafa Square 260m arcs ratio @ bacrq = 1.0 : 0.777866 (+1m) n-s ratio @ bacrq = 1.0 : 0.500962 (+6m)
bacrs-emere-nocga,40.053222,-82.446715,20.95781,-80.29910533333333,Boca do Acre Square 408m - Emerald Mound East - Newark Octagon Gateway e-w ratio @ emere = 1.0 : 0.366008 (-4m) epoch hopewell ld = 0.0366010 lunar orbits per day
bacrs-fcenc-noe,40.05597222,-82.44219444,19.39841874,-76.93739448000001,Boca do Acre Square 408m - Fort Center Circle - Octagon Apex n-s ratio @ fcenc = 1.0 : 0.366246 (+16m) epoch hopewell ry = 366.242358	rotations per year
bacsq-ememo-nccm,40.04102778,-82.43088889,20.985719593333332,-80.28460163,Boca do Acre Square 175m - Emerald Mound Centerpoint - Eagle Mound e-w ratio @ ememo = 1.0 : 0.366254 (-7m) epoch hopewell ro = 366.256467 rotations per orbit
beflg-acrcs-scamp,-9.960813,-67.498246,-10.208758333333334,-67.50111533333333,Bella Flor Geoglifo - Acre Square with Circle - Sol de Campinas arcs ratio @ scamp = 1.0 : 0.314024 (-7m)
beflg-amats-scamp,-10.60766,-67.696049,-9.931196333333332,-67.406149,Bella Flor Geoglifo 380 x 340m - Amazonas Triple Square 260m - Sol de Campinas Village n-s ratio @ amats = 1.0 : 0.628357 (+6m) pi * 2.0 = 6.2831853... : 1.0 : 0.159154943… Photo credit: Dr. Robert S. Walker
beflg-amazo-macge,-10.60766,-67.696049,-9.822309666666667,-67.283889,Bella Flor Geoglifo 380 x 340m - Amazonas Oval 340 x 320m - Macapa Geoglyph 405 x 380m arcs ratio @ macge = 1.0 : 0.800001 (+0.1m)
beflg-befci,-10.596084,-67.689696,-10.601872,-67.6928725,Bella Flor Geoglifo - Bella Flor Circle arc 0.01315° = 0.001001 r27 (+1m)
beflg-etrig-amapa,-12.536847,-69.111076,-10.773962,-67.990566,Bella Flor Geoglifo - El Triunfo Geoglifo - Amazonas Parallelogram e-w ratio @ amapa = 1.0 : 0.273041 (-0.4m) epoch hopewell yr = 0.0027304 years per rotation
beflg-lakak-huasc,-16.553836,-68.676134,-12.094209666666666,-71.32541733333333,Bella Flor Geoglifo 380 x 340m - Lakakollu - Huascarán GPS n-s ratio @ beflg = 1.0 : 0.249997 (-2m)
belav-ailli-nocp,40.05469583,-82.4442625,4.413180443333334,-72.39302089666666,Bela Vista Geoglyph 420m - Apu Illimani GPS - Newark Octagon e-w ratio @ belav = 1.0 : 18.611168 (+4m) epoch hopewell os = 18.6119915 orbits per lunar standstill period
belav-sjudc-rono1,-9.773876,-66.038996,-10.174320999999999,-66.98643,Bela Vista Geoglyph 420m - Sao Judas Circle 320m - Rondonia Oval 320 x 254m great circle = 180.0928°
crusq-pachp-nocga,-8.843836,-67.253226,6.316319666666666,-75.53362533333333,Cruzeirinho Square 300m - Templo Pintado A - Newark Octagon Gateway e-w ratio @ nocga = 1.0 : 0.365010 (-0.5m) epoch hopewell lr = 0.0365011 lunar orbits per rotation
espee-chhpq-octag,-10.074027,-68.01075,6.794999518333334,-75.87797322166666,Esperanca Enclosure 290 x 217m - Chavin Plaza - Octagon Earthwork e-w ratio @ octag = 1.0 : 0.365016 (+9m) epoch hopewell lr = 0.0365011 lunar orbits per rotation Photo credit: Dr. Robert S. Walker
iamav-huasc-chimb,-1.46875,-78.81758333,-7.507755,-69.99179044333333,Iamacu Village - Huascarán GPS - Chimborazo GPS n-s ratio @ huasc = 1.0 : 0.367500 (+15m) epoch hopewell nd = 0.0367482 lunar nodal periods per day David Torres Costales
lacoe-cojos-ncec,40.04103679,-82.43106901,1.278232263333333,-73.18792100333333,"Laco Enclosure 232 x 188m - Cumbre Ojos del Salado - Great Circle n-s ratio @ lacoe = 1.0 : 0.366580 (+11m) emr = 3.6657760 earth moon ratio, mean diameters Web Archive"
lacoe-cojos-nocp,40.05469583,-82.4442625,1.2827852766666663,-73.19231883333333,Laco Enclosure 232 x 188m - Cumbre Ojos del Salado - Newark Octagon n-s ratio @ lacoe= 1.0 : 0.366478 (-4m) epoch hopewell nr = 0.0366479 lunar nodal periods per rotation Laco Enclosure 232 x 188m - Observatory Mound arc : e-w° = 1.0 : 0.272858 (-51m) epoch hopewell rn = 27.28672357 rotations per lunar nodal period Web Archive
lacoe-hdsol-huasc,-9.096718,-68.59043,-8.782939666666666,-75.06316566666666,Laco Enclosure 232 x 188m - Huaca del Sol - Huascarán GPS e-w ratio @ hdsol = 1.0 : 0.133684 (-3.5m) epoch hopewell lo = 13.3687481 lunar orbits per solar orbit
lacoe-huasc,-9.121133,-77.604069,-9.1089255,-73.0972495,Huascarán GPS - Laco Enclosure 232 x 188m arc : n-s = 1.0 : 0.002743 (+3.6m) epoch hopewell rl = 27.3964674 rotations per lunar orbit arc : n-s = 1.0 : 0.002743 (+5.4m) epoch hopewell od = 0.0027378 orbits per day arc : n-s = 1.0 : 0.002743 (+13m) epoch hopewell or = 0.00273033 orbits per rotation
lacoe-huasc-chimb,-9.096718,-68.59043,-6.562200333333333,-75.00402744333333,Laco Enclosure 232 x 188m - Huascarán GPS - Chimborazo GPS n-s ratio @ huasc = 1.0 : 0.003191 (+6m) n-s ratio @ huasc = 1.0 : 313.4296 (+6m) pi 3.14159265… : 1.0 : 0.3183099…
lacoe-noom-grcrm,-9.096718,-68.59043,23.623760666666666,-77.26176370333333,"Laco Enclosure 232 x 188m - Observatory Mound - Grave Creek Mound GPS n-s ratio @ noom = 1.0 : 0.002732 (-0.3m) epoch hopewell dl = 27.321666 days per lunar orbit n-s ratio @ grcrm = 1.0 : 0.002740 (-0.3m) epoch hopewell rl = 27.3964674 rotations per lunar orbit n-s ratio @ lacoe = 1.0 : 0.997268 (+10m) epoch hopewell dr = 0.99726967 days per rotation n-s ratio @ noom = 1.0 : 0.002732 (+10m) epoch hopewell or = 0.00273033 orbits per rotation n-s ratio @ noom = 1.0 : 0.002740 (+10m) epoch hopewell od = 0.00273780 orbits per day noom-grcrm arc 1.313591° = 0.0036489 cir epoch hopewell lr = 0.03650106 lunar orbits per rotation noom-grcrm arc 1.313591° = cir / 274.0578499 epoch hopewell rl = 27.3964674 rotations per lunar orbit Laco Oval 360 x 314m - Observatory Mound - Grave Creek Mound GPS lacoo-noom-grcrm n-s ratio @ noom = 1.0 : 0.002728 (-0.6m) epoch hopewell mer = 0.2727935	moon earth ratio, mean diameters"
lacoe-pichi-huasc,-9.121133,-77.604069,-6.1308560000000005,-74.93170533333334,Laco Enclosure 232 x 188m - Pichincha - Huascarán GPS n-s ratio @ lacoe = 1.0 : 0.002736 (-1m) epoch hopewell od = 0.00273780 orbits per day n-s ratio @ huasc = 1.0 : 0.002729 (-1m) epoch hopewell or = 0.00273033 orbits per rotation n-s ratio @ pichi = 1.0 : 0.997271 (+1m) epoch hopewell dr = 0.9972697 days per rotation
lacog-cojos-ncec,40.04103679,-82.43106901,1.2743232633333328,-73.19442767,Laco Geoglyph 250m - Cumbre Ojos del Salado - Great Circle n-s ratio @ lacog = 1.0 : 0.366254 (-15m) epoch hopewell ro = 366.256467	rotations per orbit Web Archive
lacog-mwayn-huasc,-9.108445,-68.60995,-10.4620577,-72.91996339999999,Laco Geoglyph 250m - Waynapicchu - Huascarán GPS n-s ratio @ huasc = 1.0 : 0.003144 (+1m) Web Archive
lacoo-aripz-iamae,-9.170129,-68.657138,-10.150176,-60.511134,Laco Oval 360 x 314m - Iamacu Earthworks - Aripuana Zanja 403 x 338m e-w ratio @ lacoo = 1.0 : 0.618036 (+3m) e-w ratio @ aripz = 1.0 : 0.618029 (-5m) phi ratio 1.0 : 0.618034... = 1.618034... : 1.0 e-w ratio @ iamae = 1.0 : 2.618046 (-3m) phi squared = 2.618034…
lacoo-aripz-tuchz,-9.170129,-68.657138,-9.888669666666667,-64.713237,Laco Oval 360 x 314m - Aripuana Zanja 403 x 338m - Tumi Chucua Zanja e-w ratio @ tuchz = 1.0 : 0.365231 (-9m) epoch hopewell dy = 365.2423969	days per year
lacoo-fenix-denal,63.06921667,-151.0067,23.901142556666667,-103.601667,Laco Oval 360 x 314m - Aguada Fenix - Denali GPS e-w ratio @ lacoo = 1.0 : 0.273032 (-11m) epoch hopewell or = 0.0027303 orbits per rotation
lacoo-gpcah,-9.170129,-68.657138,-11.994482,-71.8869435,Laco Oval 360 x 314m - Gran Piramide Cahuachi arc : n-s ratio = 1.0 : 0.666662 (-5m) Caral Monolith - Gran Templo Cahuachi - Cumbre Ojos del Salado caram-gtcah-cojos arcs ratio @ caram = 1.0 : 0.249997 (-5m) e-w ratio @ gtcah = 1.0 : 0.365288 (+23m) epoch hopewell do = 365.2564674 days per orbit Caral Pyramid - Gran Piramide Cahuachi - Cumbre Ojos del Salado carap-gpcah-cojos e-w ratio @ gpcah = 1.0 : 0.366034 (+18m) epoch hopewell ld = 0.0366010 lunar orbits per day
lacoo-huasc-cojos,-27.109622,-68.542264,-15.133628000000002,-71.601157,Laco Oval 360 x 314m - Huascarán GPS - Cumbre Ojos del Salado n-s ratio @ lacoo = 1.0 : 0.002731 (+2m) epoch hopewell or = 0.0027303 orbits per rotation
lacoo-iamav-hdscl,-11.933382,-53.55371900000001,-9.744943,-67.06840333333334,Laco Oval 360 x 314m - Iamacu Village - Huaca del Sol Centerline n-s ratio @ hdscl = 1.0 : 0.366015 (+3m) epoch hopewell dl = 27.321666 days per lunar orbit Huaca de la Luna - Laco Oval 360 x 314m - Iamacu Earthworks hluna-lacoo-iacue n-s ratio @ lacoo = 1.0 : 0.375010 (+3m)
lacoo-lacoe,-9.170129,-68.657138,-9.1334235,-68.623784,Laco Oval 360 x 314m - Laco Enclosure 232 x 188m arc 0.098626° = 0.100066 so (+7m) arc 0.098626° = 0.0002740 cir (+0.2m) epoch hopewell rl = 27.396467 rotations per lunar orbit arc 0.098626° = cir / 3650.1680 (+0.2m) epoch hopewell lr = 0.03650106 lunar orbits per rotation
lacoo-sebsc-cojos,-9.170129,-68.657138,-15.247994,-71.82101166666666,Laco Oval 360 x 314m - Sechin Bajo Sunken Court - Cumbre Ojos del Salado n-s ratio @ sebsc = 1.0 : 0.016667 (+1m)
lacoo-silcq-cojos,-27.109622,-68.542264,-17.334125,-69.11936666666666,Laco Oval 360 x 314m - Sillustani Chullpa Quadrada - Cumbre Ojos del Salado n-s ratio @ lacoo = 1.0 : 0.365255 (-2m) epoch hopewell do = 365.2564674 days per orbit Laco Oval 360 x 314m - Sillustani Stone Tower I - Cumbre Ojos del Salado lacoo-sils1-cojos n-s ratio @ lacoo = 1.0 : 0.365253 (-7m) epoch hopewell dy = 365.2423969 days per year Laco Oval 360 x 314m - Sillustani Stone Tower I - Cumbre Ojos del Salado lacoo-sils1-cojos n-s ratio @ lacoo = 1.0 : 0.365248 (+10m) epoch hopewell dy = 365.2423969 days per year Web Archive
lacoo-sils3-cojos,-27.109622,-68.542264,-17.334111,-69.11873000000001,Laco Oval 360 x 314m - Sillustani Towers - Cumbre Ojos del Salado n-s ratio @ lacoo = 1.0 : 0.365253 (-7m) epoch hopewell do = 365.2564674 days per orbit Laco Oval 360 x 314m - Sillustani Stone Tower I	 - Cumbre Ojos del Salado lacoo-sils1-cojos n-s ratio @ lacoo = 1.0 : 0.365253 (-7m) epoch hopewell dy = 365.2423969 days per year Web Archive Web Archive
lacoo-tikci-cojos,-9.170129,-68.657138,-6.354293000000001,-75.608647,Laco Oval 360 x 314m - Tikal Citadel - Cumbre Ojos del Salado arcs ratio @ cojos = 1.0 : 0.367481 (-8m) epoch hopewell nd = 0.0367482 lunar nodal periods per day Cumbre Ojos del Salado - Huascarán GPS - Tikal Group G cojos-huasc-tikag greeat circle = 180.0078° Web Archive
lacoo-tikti-denal,63.06921667,-151.0067,23.704537223333336,-103.092757,Laco Oval 360 x 314m - Tikal Temple of the Inscriptions - Denali GPS n-s ratio @ lacoo = 1.0 : 0.365239 (-24m) epoch hopewell dy = 365.2423969	days per year Web Archive
lacov-adosa-denal,19.682002,-98.846623,24.46304589,-106.185787,Laco Village Geoglyph 196m - Adosada - Denali GPS e-w ratio @ lacov = 1.0 : 0.366241 (-15m) epoch hopewell ry = 366.242358	rotations per year
lacov-fenpw-denal,17.803596,-91.16203800000001,23.836910556666666,-103.62425866666666,Laco Village Geoglyph 196m - Aguada Fenix Piramide West - Denali GPS e-w ratio @ lacov = 1.0 : 0.272871 (+33m) epoch hopewell rn = 27.2867236 rotations per lunar nodal period
lacov-huasc-popoe,32.636426,-91.403277,4.717737333333333,-79.237128,Laco Village Geoglyph 196m - Huascarán GPS - Poverty Point Earthworks arcs ratio @ lacov = 1.0 : 0.185981 (-2m) epoch chavin ot = 18.5981902 orbits per lunar orbit turn
lacov-nesqc-denal,40.04678331,-82.423833,31.25130632666667,-100.71152366666666,Laco Village Geoglyph 196m - Newark Square - Denali GPS arcs ratio @ lacov = 1.0 : 1.859935 epoch hopewell yt = 18.5993727 years per lunar orbit turn
lloma-cargp-noa,-15.201527,-64.469906,4.653911186666668,-74.81256207333332,"La Loma - Caral Greater Pyramid - Octagon Entrance e-w ratio @ noa = 1.0 : 0.273963 (-4m) epoch hopewell rl = 27.396467 rotations per lunar orbit Creative Commons — Prümers et.al., Nature volume 606 — modified, cropped."
lloma-chhha-noe,40.05597222,-82.44219444,5.086728740000001,-74.69679648,La Loma - Chavin A - Octagon Apex e-w ratio @ lloma = 1.0 : 1.414207 (+6m) square root of two = 1.414214 La Loma Zanja - Chavin A - Octagon Apex loma-chhha-znoe e-w ratio @ lomaz = 1.0 : 1.414202 (-11m) square root of two = 1.414214
lloma-chhpq-nocc,40.05207671,-82.44861007,5.085339903333334,-74.69850635666667,"La Loma - Chavin Plaza - Observatory Circle arcs ratio @ chhpq = 1.0 : 0.272867 (+1.5m) epoch hopewell rn = 27.2867236 rotations per lunar nodal period Creative Commons — Prümers et.al., Nature volume 606 — modified, cropped."
lloma-popma-nccm,32.63526,-91.411175,19.158253593333335,-79.43732329666666,"La Loma - Poverty Point A - Eagle Mound e-w ratio @ lloma = 1.0 : 0.666672 (+12m) The Great Circle Earthwork, Newark, Ohio From Eagle Mound, the co-joined central mounds, the monument entrance frames a lunar alignment—the northerly minimum lunar rise azimuth.  The entrance is km/6 from Eagle Mound at bearing North 67.12° East.  The museum entrance arch is also framed by Great Circle's gateway."
llomp-nccm-huasc,40.04102778,-82.43088889,5.239276593333334,-74.83473629666666,"La Loma Pyramid - Eagle Mound - Huascarán GPS arcs ratio @ huasc = 1.0 : 0.367483 (+1m) epoch hopewell nd = 0.0367482 lunar nodal periods per day Creative Commons — Prümers et.al., Nature volume 606 — modified, cropped."
lomaz-pupup,-16.561622,-68.680141,-15.881653,-66.574943,La Loma Zanja - Puma Punku Pyramid arc : n-s = 3.141135 : 1.0 (+22m) pi 3.14159265… : 1.0 : 0.3183099…
lomxc-huasc-noe,40.05597222,-82.44219444,5.2237910733333335,-74.80158547999999,Loma X Zanja Center 2100 x 1550m - Huascarán GPS - Octagon Apex e-w ratio @ huasc = 1.0 : 0.365263 (+10m) epoch hopewell do = 365.2564674 days per orbit
lomxz-sjudc-neew,40.05283333,-82.418,4.73360811,-71.58141766666667,Loma X Zanja - Sao Judas Circle 320m - Newark Ellipse Work e-w ratio @ sjudc = 1.0 : 0.249985 (-20m)
lporz-nccm-huasc,40.04102778,-82.43088889,5.35195926,-74.80829163,Los Portones Zanja 1330 x 918m - Eagle Mound - Huascarán GPS e-w ratio @ huasc = 1.0 : 0.365277 (+29m) epoch hopewell do = 365.2564674 days per orbit Loma X Zanja Center 2100 x 1550m - Octagon Apex - Huascarán GPS lomxc-noe-huasc e-w ratio @ huasc = 1.0 : 0.365263 (+10m)
lporz-nocga-huasc,40.053222,-82.446715,5.356023999999999,-74.81356699999999,Los Portones Zanja 1330 x 918m - Newark Octagon Gateway - Huascarán GPS e-w ratio @ huasc = 1.0 : 0.366474 (-6m) epoch hopewell nr = 0.0366479 lunar nodal periods per rotation
lslor-watba-noom,40.05113889,-82.45013889,18.96856096333333,-80.08763863000001,Loma San Lorenzo - Watson Brake A - Observatory Mound e-w ratio @ watba = 1.0 : 0.366009 (-3m) epoch olmec ld = 0.0366010 lunar orbits per day San Lorenzo Zanja 1015 x 660m - Watson Brake A - Observatory Mound slorz-watba-noom e-w ratio @ watba = 1.0 : 0.366013 (+9m)
madsq-garop-huasc,-28.625469,-48.892896,-15.992538999999999,-63.920742999999995,"Madeira Square 244m - Garopaba Sambaqui - Huascarán GPS arcs ratio @ madsq = 1.0 : 1.961280 (-6m) epoch hopewell es = 19.6127085 eclipse nodal intervals per standstill period Madeira Square 244m - Montaña Machupicchu - Huascarán GPS madsq-mmapi-huasc n-s ratio @ huasc = 1.0 : 0.273801 (+5m) epoch hopewell yd = 0.0027379 years per day Largest shell mound in the Santa Catarina area, in volume nearly equal to Monks Mound. Wikimedia Commons"
muraw-noom-acong,40.05113889,-82.45013889,-0.7134640366666686,-72.63855163000001,"Muralha Wall - Observatory Mound - Aconcagua GPS e-w ratio @ acong = 1.0 : 0.366489 (+14m) epoch hopewell nr = 0.0366479 lunar nodal periods per rotation Muralha Wall - Newark Octagon Gateway - Aconcagua GPS muraw-nocga-acong e-w ratio @ acong = 1.0 : 0.366590 (+17m) emr = 3.6657760 earth moon ratio, mean diameters"
muss2-chhha-pachs,-12.262789,-76.901822,-10.247936666666666,-73.776997,Mustafa Quadrangle 205m - Chavin de Huantar A - Pachacamac arcs ratio @ chhha = 1.0 : 0.273043 (+0.1m) epoch inca yr = 0.00273043 years per rotation
muss4-lsunm-noom,40.05113889,-82.45013889,20.540862296666667,-80.29723663,Mustafa Square 230m - LSU North Mound - Observatory Mound e-w ratio @ lsunm = 1.0 : 0.365009 (-4m) epoch hopewell lr = 0.0365011 lunar orbits per rotation LSU North Mound - Denali GPS - Aconcagua GPS lsunm-denal-acong arcs ratio @ lsunm = 1.0 : 0.750003 (+20m) Wikimedia Commons
muss4-pachs-noom,-8.843907,-67.259424,6.314814296666666,-75.53712829666667,Mustafa Square 230m - Pachacamac - Observatory Mound e-w ratio @ noom = 1.0 : 0.365244 (+3m) epoch hopewell dy = 365.2423969	days per year
mussq-chhpq,-9.59453,-77.177003,-9.234774000000002,-72.2108565,Mustafa Square 260m - Chavin Plaza arc 9.829544° = 0.0273043 cir (-1.5m) epoch inca yr = 0.00273043 years per rotation
mussq-itauq-bacsq,-8.875018,-67.24471,-8.771426,-67.23500733333333,Mustafa Square 260m - Itaúba Quadrangle 200 x 180m - Boca do Acre Square 175m e-w ratio @ itauq = 1.0 : 0.365953 (-1m) epoch hopewell ld = 0.03660099 lunar orbits per day
pcoto-acrs7-mmapi,-13.1747376,-72.5419075,-12.728378533333334,-68.21447916666666,Piramide Cotoca - Acre Square 220m - Montaña Machupicchu n-s ratio @ pcoto = 1.0 : 0.365013 (+1m) epoch hopewell lr = 0.0365011 lunar orbits per rotation Photo credit: Dr. Robert S. Walker
pcoto-maccr-kalag,-14.985206,-64.593492,-14.900880333333333,-68.603607,Piramide Cotoca - Machupicchu Carved Rock - Kalasasaya Gateway n-s ratio @ maccr = 1.0 : 1.861196 (+1m) epoch hopewell os = 18.6119915 orbits per lunar standstill period
rbrci-macht,-13.164079,-72.544742,-11.5185295,-70.03957750000001,Rio Branco Circle 160m - Machupicchu Torreon latitude ratio = 1.0 : 0.749994 (-9m) Rio Branco Double Square 150m - Inca Trail Carved Rock rbrds-intcr latitude ratio = 1.0 : 0.749993 (-11m) Web Archive Photo credit: Dr. Robert S. Walker
rbrdq-acrds-acrdp,-9.856223,-66.94084,-9.868684,-67.42199,Rio Branco Double Quadrangle 340 x 240m - Acrelandia Double Square 170m - Acre Double Parallelogram 125m arcs ratio @ rbrdq = 1.0 : 0.499943 (-6m) Photo credit: Dr. Robert S. Walker
rbrdq-acrds-amae8,-9.848813,-67.90118,-9.641363,-67.34859133333333,Rio Branco Double Quadrangle 340 x 240m - Acrelandia Double Square 170m - Amazonas Enclosure 247 x 214m e-w ratio @ acrds = 1.0 : 0.2732772 (-1m) epoch hopewell od = 0.0027378 orbits per day
rbrdq-amaqu-acrds,-9.848813,-67.90118,-9.626202,-67.348315,Rio Branco Double Quadrangle 340 x 240m - Amazonas Quadrangle 320m - Acrelandia Double Square 170m e-w ratio @ acrds = 1.0 : 0.272909 (-13m) epoch chavin or = 0.0027303 orbits per rotation
rbrdq-amasq-etrig,-12.536847,-69.111076,-10.514939,-68.07688333333333,Rio Branco Double Quadrangle 340 x 240m - Amazonas Square 337m - El Triunfo Geoglifo 480 x 300m arcs ratio @ amasq = 1.0 : 0.250022 (+10m)
rbrdq-acrts-acrds,-9.856223,-66.94084,-9.867564666666667,-67.42180366666666,Rio Branco Double Quadrangle 340 x 240m - Acre Triple Square 230m - Acrelandia Double Square 170m arcs ratio @ rbrdq = 1.0 : 0.500145 (+15m) Rio Branco Double Quadrangle 340 x 240m - Acrelandia Double Square 170m - Acre Double Parallelogram 125m rbrdq-acrds-acrdp arcs ratio @ rbrdq = 1.0 : 0.499943 (-6m)
rbrdq-forte-bacsq,-9.848813,-67.90118,-9.234031333333334,-67.50883033333334,Rio Branco Double Quadrangle 340 x 240m - Fortaleza Enclosure 314 x 278m - Boca do Acre Square 175m n-s ratio @ bacsq = 1.0 : 0.366247 (+1m) epoch chavin ry = 366.242556 rotations per year
rbrdq-lomxz-huasc,-9.121133,-77.604069,-11.410992666666667,-69.95412566666666,Rio Branco Double Quadrangle 340 x 240m - Loma X Zanja - Huascarán GPS e-w ratio @ rbrdq = 1.0 : 0.365257 (+1m) epoch inca do = 365.256392 days per orbit
rbrdq-mapic-pupup,-13.163568,-72.545397,-13.191334333333332,-69.708906,Rio Branco Double Quadrangle 340 x 240m - Machupicchu Courtyard - Puma Punku arcs ratio @ rbrdq = 1.0 : 0.833326 (-6m) Web Archive
rbrdq-maspz-nocga,40.053222,-82.446715,15.749702666666666,-82.37203699999999,Rio Branco Double Quadrangle 340 x 240m - Monte Alban Sunken Plaza - Newark Octagon Gateway arcs ratio @ maspz = 1.0 : 0.666668 (+8m) Octagon Gateway - Monte Alban Sunken Plaza - Puma Punku nocga-maspz-pupup arcs ratio @ pupup = 1.0 : 0.0749999 (-5m) Octagon Gateway - Monte Alban North Pyramid - Puma Punku nocga-moanp-pupup arcs ratio @ pupup = 1.0: 0.0750001 (+5m) Web Archive
rbrdq-popma-ncec,-9.848813,-67.90118,20.942494596666666,-80.58114133666668,Rio Branco Double Quadrangle 340 x 240m - Poverty Point A - Great Circle e-w ratio @ ncec = 1.0 : 0.618044 (+16m) e-w ratio @ rbrdq = 1.0 : 0.618030 (-10m) e-w ratio @ popma = 1.0 : 2.618009 (+10m) Newark Octagon - Poverty Point Earthworks - Rio Branco Double Quadrangle 340 x 240m nocp-popoe-rbrdq arcs ratio @ nocp = 1.0 : 0.199999 (-4m) Web Archive
rbrdq-popoe-nocp,-9.848813,-67.90118,20.947436276666668,-80.58290649999999,Rio Branco Double Quadrangle 340 x 240m - Poverty Point Earthworks - Newark Octagon arcs ratio @ nocp = 1.0 : 0.199999 (-4m)
rbrdq-rong23-kalas,-16.554812,-68.672469,-12.07998133333333,-67.64399266666668,Rio Branco Double Quadrangle 340 x 240m - Rondonia Geoglyph 280m - Kalasasaya Sunken Court e-w ratio @ rbrdq = 1.0 : 0.499912 (-15m) e-w ratio @ kalas = 1.0 : 0.333294 (-10m)
rbrdq-sjuen-rong23,-9.836319,-66.358329,-10.129306666666666,-67.472605,Rio Branco Double Quadrangle 340 x 240m - Sao Judas Enclosure 305 x 260m - Rondonia Geoglyph 280m e-w ratio @ rbrdq = 1.0 : 0.166656 (-2m)
rbrdr-winta-nocp,40.05469583,-82.4442625,21.220938943333334,-80.34652216666667,Rio Branco Double Rectangle 147 x 138m - Winterville A - Newark Octagon e-w ratio @ winta = 1.0 : 0.366242 (-1m) epoch hopewell ry = 366.242358 rotations per year Web Archive
rbrds-salka,-13.333783,-72.543267,-11.605682999999999,-70.039322,Rio Branco Double Square 150m - Salkantay GPS arc 6.000038° = 0.01666677 cir (+4m)
riohe-chhla-nccm,40.04102778,-82.43088889,6.94574226,-75.79337696333334,Riozinho Hexagon 490 x 295m - Eagle Mound - Chavin Lanzon arcs ratio @ chhla = 1.0 : 0.185981 (-6m) epoch chavin ot = 18.5981902 orbits per lunar orbit turn Riozinho Hexagon 490 x 295m - Chavin Huaca A - Eagle Mound riohe-chhha-nccm arcs ratio @ chhha = 1.0 : 0.185978 (-1m) epoch neolithic ot = 18.5977709 orbits per lunar orbit turn
riohe-nocc-grcrm,40.05207671,-82.44861007,23.452942606666667,-76.98808009666668,Riozinho Hexagon 490 x 295m - Observatory Circle - Grave Creek Mound GPS n-s ratio @ grcrm = 1.0 : 0.002730 (-1m) epoch hopewell or = 0.0027303 orbits per rotation
rong23-hdscl-nocga,40.053222,-82.446715,7.361861666666666,-75.93313233333333,Newark Octagon Gateway - Huaca del Sol Centerline - Rondonia Geoglyph 280m e-w ratio @ hdscl = 1.0 : 0.273216 (-1m) epoch hopewell dl = 27.321666 days per lunar orbit Newark Octagon - Fort Center Mound - Huaca de la Luna nocp-fcenm-hluna arcs ratio @ nocp = 1.0 : 0.272123 (+3m) epoch hopewell dn = 27.2122219 days per lunar nodal period
